Group	Otu00001	Otu00002	Otu00003	Otu00004	Otu00005	Otu00006	Otu00007	Otu00008	Otu00009	Otu00010	Otu00011	Otu00012	Otu00013	Otu00014	Otu00015	Otu00016	Otu00017	Otu00018	Otu00019	Otu00020	Otu00021	Otu00022	Otu00023	Otu00024	Otu00025	Otu00026	Otu00027	Otu00028	Otu00029	Otu00030	Otu00031	Otu00032	Otu00033	Otu00034	Otu00035	Otu00036	Otu00037	Otu00038	Otu00039	Otu00040	Otu00041	Otu00042	Otu00043	Otu00044	Otu00045	Otu00046	Otu00047	Otu00048	Otu00049	Otu00050	Otu00051	Otu00052	Otu00053	Otu00054	Otu00055	Otu00056	Otu00057	Otu00058	Otu00059	Otu00060	Otu00061	Otu00062	Otu00063	Otu00064	Otu00065	Otu00066	Otu00067	Otu00068	Otu00069	Otu00070	Otu00071	Otu00072	Otu00073	Otu00074	Otu00075	Otu00076	Otu00077	Otu00078	Otu00079	Otu00080	Otu00081	Otu00082	Otu00083	Otu00084	Otu00085	Otu00086	Otu00087	Otu00088	Otu00089	Otu00090	Otu00091	Otu00092	Otu00093	Otu00094	Otu00095	Otu00096	Otu00097	Otu00098	Otu00099	Otu00100	Otu00101	Otu00102	Otu00103	Otu00104	Otu00105	Otu00106	Otu00107	Otu00108	Otu00109	Otu00110	Otu00111	Otu00112	Otu00113	Otu00114	Otu00115	Otu00116	Otu00117	Otu00118	Otu00119	Otu00120	Otu00121	Otu00122	Otu00123	Otu00124	Otu00125	Otu00126	Otu00127	Otu00128	Otu00129	Otu00130	Otu00131	Otu00132	Otu00133	Otu00134	Otu00135	Otu00136	Otu00137	Otu00138	Otu00139	Otu00140	Otu00141	Otu00142	Otu00143	Otu00144	Otu00145	Otu00146	Otu00147	Otu00148	Otu00149	Otu00150	Otu00151	Otu00152	Otu00153	Otu00154	Otu00155	Otu00156	Otu00157	Otu00158	Otu00159	Otu00160	Otu00161	Otu00162	Otu00163	Otu00164	Otu00165	Otu00166	Otu00167	Otu00168	Otu00169	Otu00170	Otu00171	Otu00172	Otu00173	Otu00174	Otu00175	Otu00176	Otu00177	Otu00178	Otu00179	Otu00180	Otu00181	Otu00182	Otu00183	Otu00184	Otu00185	Otu00186	Otu00187	Otu00188	Otu00189	Otu00190	Otu00191	Otu00192	Otu00193	Otu00194	Otu00195	Otu00196	Otu00197	Otu00198	Otu00199	Otu00200	Otu00201	Otu00202	Otu00203	Otu00204	Otu00205	Otu00206	Otu00207	Otu00208	Otu00209	Otu00210	Otu00211	Otu00212	Otu00213	Otu00214	Otu00215	Otu00216	Otu00217	Otu00218	Otu00219	Otu00220	Otu00221	Otu00222	Otu00223	Otu00224	Otu00225	Otu00226	Otu00227	Otu00228	Otu00229	Otu00230	Otu00231	Otu00232	Otu00233	Otu00234	Otu00235	Otu00236	Otu00237	Otu00238	Otu00239	Otu00240	Otu00241	Otu00242	Otu00243	Otu00244	Otu00245	Otu00246	Otu00247	Otu00248	Otu00249	Otu00250	Otu00251	Otu00252	Otu00253	Otu00254	Otu00255	Otu00256	Otu00257	Otu00258	Otu00259	Otu00260	Otu00261	Otu00262	Otu00263	Otu00264	Otu00265	Otu00266	Otu00267	Otu00268	Otu00269	Otu00270	Otu00271	Otu00272	Otu00273	Otu00274	Otu00275	Otu00276	Otu00277	Otu00278	Otu00279	Otu00280	Otu00281	Otu00282	Otu00283	Otu00284	Otu00285	Otu00286	Otu00287	Otu00288	Otu00289	Otu00290	Otu00291	Otu00292	Otu00293	Otu00294	Otu00295	Otu00296	Otu00297	Otu00298	Otu00299	Otu00300	Otu00301	Otu00302	Otu00303	Otu00304	Otu00305	Otu00306	Otu00307	Otu00308	Otu00309	Otu00310	Otu00311	Otu00312	Otu00313	Otu00314	Otu00315	Otu00316	Otu00317	Otu00318	Otu00319	Otu00320	Otu00321	Otu00322	Otu00323	Otu00324	Otu00325	Otu00326	Otu00327	Otu00328	Otu00329	Otu00330	Otu00331	Otu00332	Otu00333	Otu00334	Otu00335	Otu00336	Otu00337	Otu00338	Otu00339	Otu00340	Otu00341	Otu00342	Otu00343	Otu00344	Otu00345	Otu00346	Otu00347	Otu00348	Otu00349	Otu00350	Otu00351	Otu00352	Otu00353	Otu00354	Otu00355	Otu00356	Otu00357	Otu00358	Otu00359	Otu00360	Otu00361	Otu00362	Otu00363	Otu00364	Otu00365	Otu00366	Otu00367	Otu00368	Otu00369	Otu00370	Otu00371	Otu00372	Otu00373	Otu00374	Otu00375	Otu00376	Otu00377	Otu00378	Otu00379	Otu00380	Otu00381	Otu00382	Otu00383	Otu00384	Otu00385	Otu00386	Otu00387	Otu00388	Otu00389	Otu00390	Otu00391	Otu00392	Otu00393	Otu00394	Otu00395	Otu00396	Otu00397	Otu00398	Otu00399	Otu00400	Otu00401	Otu00402	Otu00403	Otu00404	Otu00405	Otu00406	Otu00407	Otu00408	Otu00409	Otu00410	Otu00411	Otu00412	Otu00413	Otu00414	Otu00415	Otu00416	Otu00417	Otu00418	Otu00419	Otu00420	Otu00421	Otu00422	Otu00423	Otu00424	Otu00425	Otu00426	Otu00427	Otu00428	Otu00429	Otu00430	Otu00431	Otu00432	Otu00433	Otu00434	Otu00435	Otu00436	Otu00437	Otu00438	Otu00439	Otu00440	Otu00441	Otu00442	Otu00443	Otu00444	Otu00445	Otu00446	Otu00447	Otu00448	Otu00449	Otu00450	Otu00451	Otu00452	Otu00453	Otu00454	Otu00455	Otu00456	Otu00457	Otu00458	Otu00459	Otu00460	Otu00461	Otu00462	Otu00463	Otu00464	Otu00465	Otu00466	Otu00467	Otu00468	Otu00469	Otu00470	Otu00471	Otu00472	Otu00473	Otu00474	Otu00475	Otu00476	Otu00477	Otu00478	Otu00479	Otu00480	Otu00481	Otu00482	Otu00483	Otu00484	Otu00485	Otu00486	Otu00487	Otu00488	Otu00489	Otu00490	Otu00491	Otu00492	Otu00493	Otu00494	Otu00495	Otu00496	Otu00497	Otu00498	Otu00499	Otu00500	Otu00501	Otu00502	Otu00503	Otu00504	Otu00505	Otu00506	Otu00507	Otu00508	Otu00509	Otu00510	Otu00511	Otu00512	Otu00513	Otu00514	Otu00515	Otu00516	Otu00517	Otu00518	Otu00519	Otu00520	Otu00521	Otu00522	Otu00523	Otu00524	Otu00525	Otu00526	Otu00527	Otu00528	Otu00529	Otu00530	Otu00531	Otu00532	Otu00533	Otu00534	Otu00535	Otu00536	Otu00537	Otu00538	Otu00539	Otu00540	Otu00541	Otu00542	Otu00543	Otu00544	Otu00545	Otu00546	Otu00547	Otu00548	Otu00549	Otu00550	Otu00551	Otu00552	Otu00553	Otu00554	Otu00555	Otu00556	Otu00557	Otu00558	Otu00559	Otu00560	Otu00561	Otu00562	Otu00563	Otu00564	Otu00565	Otu00566	Otu00567	Otu00568	Otu00569	Otu00570	Otu00571	Otu00572	Otu00573	Otu00574	Otu00575	Otu00576	Otu00577	Otu00578	Otu00579	Otu00580	Otu00581	Otu00582	Otu00583	Otu00584	Otu00585	Otu00586	Otu00587	Otu00588	Otu00589	Otu00590	Otu00591	Otu00592	Otu00593	Otu00594	Otu00595	Otu00596	Otu00597	Otu00598	Otu00599	Otu00600	Otu00601	Otu00602	Otu00603	Otu00604	Otu00605	Otu00606	Otu00607	Otu00608	Otu00609	Otu00610	Otu00611	Otu00612	Otu00613	Otu00614	Otu00615	Otu00616	Otu00617	Otu00618	Otu00619	Otu00620	Otu00621	Otu00622	Otu00623	Otu00624	Otu00625	Otu00626	Otu00627	Otu00628	Otu00629	Otu00630	Otu00631	Otu00632	Otu00633	Otu00634	Otu00635	Otu00636	Otu00637	Otu00638	Otu00639	Otu00640	Otu00641	Otu00642	Otu00643	Otu00644	Otu00645	Otu00646	Otu00647	Otu00648	Otu00649	Otu00650	Otu00651	Otu00652	Otu00653	Otu00654	Otu00655	Otu00656	Otu00657	Otu00658	Otu00659	Otu00660	Otu00661	Otu00662	Otu00663	Otu00664	Otu00665	Otu00666	Otu00667	Otu00668	Otu00669	Otu00670	Otu00671	Otu00672	Otu00673	Otu00674	Otu00675	Otu00676	Otu00677	Otu00678	Otu00679	Otu00680	Otu00681	Otu00682	Otu00683	Otu00684	Otu00685	Otu00686	Otu00687	Otu00688	Otu00689	Otu00690	Otu00691	Otu00692	Otu00693	Otu00694	Otu00695	Otu00696	Otu00697	Otu00698	Otu00699	Otu00700	Otu00701	Otu00702	Otu00703	Otu00704	Otu00705	Otu00706	Otu00707	Otu00708	Otu00709	Otu00710	Otu00711	Otu00712	Otu00713	Otu00714	Otu00715	Otu00716	Otu00717	Otu00718	Otu00719	Otu00720	Otu00721	Otu00722	Otu00723	Otu00724	Otu00725	Otu00726	Otu00727	Otu00728	Otu00729	Otu00730	Otu00731	Otu00732	Otu00733	Otu00734	Otu00735	Otu00736	Otu00737	Otu00738	Otu00739	Otu00740	Otu00741	Otu00742	Otu00743	Otu00744	Otu00745	Otu00746	Otu00747	Otu00748	Otu00749	Otu00750	Otu00751	Otu00752	Otu00753	Otu00754	Otu00755	Otu00756	Otu00757	Otu00758	Otu00759	Otu00760	Otu00761	Otu00762	Otu00763	Otu00764	Otu00765	Otu00766	Otu00767	Otu00768	Otu00769	Otu00770	Otu00771	Otu00772	Otu00773	Otu00774	Otu00775	Otu00776	Otu00777	Otu00778	Otu00779	Otu00780	Otu00781	Otu00782	Otu00783	Otu00784	Otu00785	Otu00786	Otu00787	Otu00788	Otu00789	Otu00790	Otu00791	Otu00792	Otu00793	Otu00794	Otu00795	Otu00796	Otu00797	Otu00798	Otu00799	Otu00800	Otu00801	Otu00802	Otu00803	Otu00804	Otu00805	Otu00806	Otu00807	Otu00808	Otu00809	Otu00810	Otu00811	Otu00812	Otu00813	Otu00814	Otu00815	Otu00816	Otu00817	Otu00818	Otu00819	Otu00820	Otu00821	Otu00822	Otu00823	Otu00824	Otu00825	Otu00826	Otu00827	Otu00828	Otu00829	Otu00830	Otu00831	Otu00832	Otu00833	Otu00834	Otu00835	Otu00836	Otu00837	Otu00838	Otu00839	Otu00840	Otu00841	Otu00842	Otu00843	Otu00844	Otu00845	Otu00846	Otu00847	Otu00848	Otu00849	Otu00850	Otu00851	Otu00852	Otu00853	Otu00854	Otu00855	Otu00856	Otu00857	Otu00858	Otu00859	Otu00860	Otu00861	Otu00862	Otu00863	Otu00864	Otu00865	Otu00866
Aik	0	11	17	34	173	185	464	26	205	41	54	0	70	48	9	0	0	13	15	18	38	126	2	2	0	10	85	44	114	6	7	109	63	16	783	2	13	0	0	9	0	0	51	0	0	0	0	9	10	0	0	0	171	0	0	1	0	31	2	1	0	24	13	1	8	15	0	0	11	19	0	0	49	0	431	28	9	0	0	0	4	5	0	0	0	0	10	180	10	0	79	0	0	1	7	0	0	72	0	0	9	0	0	0	27	0	0	1	5	3	11	0	25	2	0	0	8	0	0	245	5	4	3	22	4	3	0	41	2	0	0	26	1	0	0	0	9	0	0	0	3	0	0	0	2	0	1	0	7	0	0	6	0	2	0	0	6	0	0	0	0	2	0	0	3	0	0	0	0	4	0	0	0	9	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	37	0	8	3	0	3	0	0	0	0	2	0	0	0	0	0	18	0	5	0	0	0	0	0	3	0	0	29	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	2	0	5	0	0	0	1	3	0	0	0	0	1	0	7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	9	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	14	0	0	3	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ast	0	1	930	553	866	1242	4	106	1030	97	148	199	903	428	330	998	1	114	1	482	291	326	89	0	2606	134	293	489	0	83	0	0	88	209	2	0	303	154	0	3	0	187	0	0	891	0	10	0	13	0	78	88	14	846	37	91	0	328	92	76	0	114	156	0	2	67	667	0	216	217	0	2	100	0	1	12	78	0	0	0	85	46	0	41	0	512	151	54	322	0	94	0	0	0	402	56	394	11	396	0	99	0	3	13	146	0	0	10	10	0	87	0	47	99	0	0	216	0	0	0	40	209	0	40	0	5	0	44	2	0	0	33	0	0	2	0	0	0	0	0	115	193	16	15	1	1	0	0	49	2	144	18	6	0	0	0	154	0	0	2	0	4	13	0	0	3	0	0	4	0	27	39	114	2	132	24	0	84	15	0	6	0	0	0	0	0	0	0	3	14	0	0	112	0	4	0	0	28	0	107	12	26	7	26	0	1	2	11	25	14	0	0	0	0	0	12	57	0	0	7	0	0	1	63	0	0	16	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	6	28	0	63	2	0	0	2	24	0	0	0	2	0	0	0	0	0	0	0	10	0	0	2	4	0	0	4	46	3	0	0	0	0	2	1	0	2	0	2	41	0	0	35	2	9	0	0	1	0	0	0	3	0	11	18	0	0	6	0	0	33	3	16	4	0	0	8	0	3	1	0	1	0	0	4	0	25	0	0	5	4	25	14	4	0	1	8	20	4	6	1	3	0	7	8	0	25	0	24	0	0	2	0	5	0	0	0	0	0	8	20	0	0	0	0	0	21	2	0	0	0	0	0	0	0	1	5	0	3	0	6	0	0	14	2	0	10	4	11	0	2	0	0	0	1	0	0	0	0	11	0	0	0	0	14	0	0	0	0	0	9	0	0	0	3	0	11	0	0	0	1	0	0	7	12	0	0	2	7	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	2	0	2	7	2	2	7	0	5	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1	1	4	0	1	0	5	7	1	0	4	0	0	0	2	0	6	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	4	0	0	0	4	0	2	0	0	0	0	0	4	0	4	0	2	0	0	1	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Lan	1	26	237	139	78	400	3	98	35	69	46	0	123	469	113	0	12	4	0	155	210	35	10	1	0	14	183	79	215	59	3	0	158	69	0	5	78	0	320	11	1	0	0	8	2	0	0	0	3	0	0	21	0	0	4	10	0	18	73	90	0	35	266	2	2	4	0	0	92	64	0	19	69	0	0	0	93	0	8	1	68	0	0	1	0	0	6	9	2	0	50	0	0	0	0	3	0	25	0	5	119	0	11	0	18	3	0	0	63	0	11	0	13	18	0	0	12	0	0	0	0	0	7	23	0	33	0	16	1	0	7	14	2	0	3	0	0	0	0	0	14	0	12	0	13	1	0	0	3	2	0	3	0	10	0	0	3	0	6	11	0	1	0	0	0	14	0	0	0	0	3	0	1	0	0	3	0	0	11	0	14	17	0	2	0	0	0	0	0	13	2	0	0	41	3	0	0	0	0	0	3	0	2	6	0	0	1	2	2	0	0	0	4	0	0	0	5	0	4	4	0	0	0	1	0	0	4	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	7	0	0	0	0	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	4	38	0	2	0	0	1	0	0	0	0	0	0	1	9	0	1	0	0	0	5	1	0	0	13	0	1	0	0	0	8	0	13	0	2	1	0	0	16	0	0	2	9	0	0	10	0	8	0	3	0	0	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	0	1	1	0	4	0	0	0	0	4	0	6	0	3	0	0	2	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	2	0	0	3	0	0	0	0	0	2	0	0	6	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	2	2	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lin	689	211	96	171	58	129	1	189	39	51	98	9	96	68	36	0	32	388	140	21	17	159	21	28	0	18	119	41	71	13	13	0	14	15	0	16	8	0	4	17	7	1	8	11	7	1	11	37	3	19	7	9	4	0	9	3	0	12	14	12	0	22	11	7	167	7	0	0	2	7	43	6	16	0	0	2	1	0	2	10	12	13	3	23	11	0	4	0	1	308	1	0	3	2	0	3	0	20	0	4	4	0	62	4	1	1	7	4	1	3	3	0	10	2	11	1	1	0	1	0	2	0	1	7	4	0	3	0	3	0	0	3	1	0	0	1	0	1	1	1	4	0	3	0	0	5	3	0	1	4	0	0	0	1	7	0	0	1	0	4	1	1	2	0	16	5	5	0	4	0	2	2	2	5	0	4	0	8	4	3	2	7	2	6	0	2	7	2	0	0	0	0	0	0	3	2	0	12	0	0	0	2	0	2	1	4	2	1	0	0	2	2	1	0	12	1	0	3	1	2	1	0	2	1	0	0	5	2	3	0	3	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	1	0	2	0	0	3	0	0	0	0	0	1	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	6	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	3	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lun	470	181	148	373	452	247	1	157	243	7	153	0	8	63	42	0	42	0	38	130	38	129	74	0	0	48	131	87	88	53	80	232	9	20	60	3	20	24	32	53	11	0	12	1	1	0	7	44	33	1	4	1	98	0	2	0	0	20	50	79	0	8	14	36	0	24	0	0	20	24	0	9	18	0	103	10	25	0	1	6	37	0	15	0	17	0	8	2	11	0	6	0	6	1	0	2	0	13	0	0	0	0	1	15	0	0	30	4	14	5	2	0	1	11	7	0	3	0	0	1	4	0	0	36	2	20	4	15	7	0	4	0	3	0	0	4	9	0	1	6	1	0	0	0	84	1	12	0	3	3	0	2	0	0	1	0	0	0	44	0	0	8	0	0	79	0	2	0	4	30	15	0	0	2	0	4	0	0	10	0	0	0	1	12	0	0	2	1	0	2	0	0	0	3	6	0	0	0	1	0	4	0	2	6	0	0	0	19	1	6	3	0	29	0	0	0	0	0	5	0	0	0	0	1	0	1	0	12	5	4	0	1	0	2	2	0	0	0	0	0	0	7	2	0	1	0	0	1	0	2	0	0	2	1	9	0	0	0	2	20	0	0	1	0	1	0	0	0	0	0	0	4	0	0	2	0	3	3	0	0	0	0	0	31	3	0	0	3	0	10	0	0	0	4	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	4	2	2	0	0	4	0	0	2	0	0	0	0	0	0	10	1	1	1	0	0	0	0	1	0	0	0	0	0	1	4	1	0	0	0	0	0	4	0	0	0	1	0	3	0	1	0	0	0	3	0	1	2	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
